PairID,Text1,Text1 Translation,Text2,Text2 Translation,Score
ARQ-train-0211,كاين اللي يقولو مات و كاين اللي يقولو جن,There are those who say he died and there are those who say he is a jinn, كل واحد واش يقول ما  علاباليش أنا, Everyone says I don't care,0.5
ARQ-train-0212,شفتي أ بنتي أداكا وش ﭬﺘﻠﻬﺎ أنا وسي,I saw my daughter Adaka and I killed her, ضيع عمرها باطل ما ﺗﻠﭭﺎش خير من الطاهر, She wasted her life in vain. She does not find anything better than pure,0.34
ARQ-train-0213,بالسلامة كمال نتلاڨاو في نونسي نشالله,"Peace be upon you, Kamal, in Nonsi, God willing", تصبح على خير طريڨ السلامة انشالله," Good night, stay safe, God willing",0.75
ARQ-train-0214,الغذوة كيما رحت باه نشوف وش نشري له ﻟﭭﻴﺖ كتاب يهدر على الإسلام بلوﻧڤلي,"When I went to lunch to see what we could buy for him, I wrote a book that babbled about Islam in a dark way.", جاتني الهدرة تاع ولد عمي في ودني ﭬﻠﺖ نشريه سيرتو انه ﻟﭙﺮي تيعه مش غالي," I had a lot of money for my cousin in my family, so I wanted to buy him a certo, it's not expensive.",0.59
ARQ-train-0215,خويا شمسو يعطيك الصحة فيديو صح نحبك خو,"My brother Shamso, may God bless you with good health. True video. We love you, brother", ولا اروع ربي يحفضك خويا شمسو," Nothing more wonderful, may God protect you, my brother Shamso",0.72
ARQ-train-0216,ربي يعيشك,May God bless you, حسبتك عاقلة, I thought you were sane,0.28
ARQ-train-0217,راك شفت بعينيك باللي الناس راهم مهتمين بزاف بهدا السوجي,I saw with your own eyes what people found so interested in this sooji, بيان سور نروحو لسنغابور إدا قفزنا   ونقدرو نروحو بعيد," Bayan Sur, let's go to Singapore if we jump and can go far away",0.16
ARQ-train-0218,نحبك ام ولييد ربي يحفظك لينا,"We love you, Om Walid, may God protect you for us", حبيبتي ام وليد انا نموت عليك," My dear Umm Walid, we are dying for you",0.81
ARQ-train-0219,ما نعرف عليه,What we know about, حاجة كيما أك, Something like that,0.28
ARQ-train-0220,حل حل تشوف أسنا أپرامون فاها تيتر,"Solution, solution, see the teeth of Abramon in her mouth", وش حاب دير آ وليد لازملك الپاسيونس شوي," Why would you like to have a son, so that you don't have to spend a little time on the pace?",0.41
ARQ-train-0221,أي لازمتني نتهنا منهم مكانش سبان,"That is, I had to get rid of them, there was no point in them", لغناية ما تكملش لازمة لك واحد يهدر," For a song that is not completed, it is necessary for you to have someone wasted",0.31
ARQ-train-0222,ڤتلو شوف أنا ﭬالوا لي لولاد شفتاها أ مدام شوفاها وش اسمها فلانة اي لابسة الطالون,"Tell him, look, what they told me about her children. Did you see Madam? What is her name? So-and-so, that is, the one wearing pants.", ڤلت أنا بلاك تڤطعلها السباط و لبست تاع اختها ولا ما على باليش أنا," She said, ""I don't want her to give her a robe and she wears her sister's clothes, or I don't care.""",0.53
ARQ-train-0223,ياخي حطها مع أنيس,"Brother, put it with Anis", و أنيس من ساكا, And Anis from Saka,0.62
ARQ-train-0224,والله  غير صح,I swear it is not true, لوكان غير يسڤموه برك, If only they would not fill him with blessings,0.47
ARQ-train-0225,لا مشي كيم أك,No walk Kim Ak, سيبون ما عدناش نحملوا, They will no longer carry anything,0.44
ARQ-train-0226,برهان ما حبش يديكروشي واش بيه هادا,Burhan doesn't want to tell me what's wrong with this, داك الزهر مكانش هنا و انا وعلاه كتبتو, That dice was not here and I wrote it,0.31
ARQ-train-0227,كاينين تمارين يعطيهملك باش تتعلمي تكتبي الحروف,There are exercises he gives you so you can learn how to write letters, نورمال ماراهيش نوار و بلون صح," Normal, no light and true colour",0.47
ARQ-train-0228,قالي داكور حلي فمك و غمضي عينيك,Dakor told me to cleanse your mouth and close your eyes, نحس غير في ليزاﭘﺎراي تاعو برك," There's nothing bad about Lisaparai, Barak",0.47
ARQ-train-0229,شفتي أنت ترﭬﺪ برك النفس تيعك تطلع للسما,"My lips, you are cooling the pools of your soul, you are looking up to the sky", تسما أنت في الكوما طلعت حتى هي," Tasma, you are in the coma, even she came out",0.66
ARQ-train-0230,اسنا مكانش روشارش لهيه,Asna wasn't there for this reason, السلام عليكم الصحة بيان," Peace be upon you, health statement",0.25
ARQ-train-0231,لالا راهي رايحة تدي واحد ليفاكتور,"No, I'm going to get one of the Levactor", نروح نحط الوراقي تاعي و نجوز ديراكت, Let's go put my paper and go to Direct,0.47
ARQ-train-0232,واش كاين يا وليدي واش كاين,"What's going on, my son? What's going on?", فو باراج يا ميمتي، دورك نموتو," Fu Parag, Mimti, it's your turn to die",0.75
ARQ-train-0233,هدرت معاهم بزاف تمسخرت معاهم بزاف بصح جامي ما هدرتلهم على الدين,"I wasted a lot of fun with them, I made fun of them a lot, it's true that I didn't waste them on religion", خممت شوية لو كان كل واحد يمد كتاب واحد برك واش راح يصرا, I wondered a little bit about what would happen if everyone had one book,0.41
ARQ-train-0234,ڨداه الساعة,This is the hour, درك نشوفلك, Let us see you,0.5
ARQ-train-0235,لاباس و أنت لاباس راكي بخير,"It's okay and you're okay, you're fine", والله الحمدو لله يسقسي عليك الخير," Thank God, God bless you with goodness",0.88
ARQ-train-0236,راح تحبسوا خلاه,You will imprison him, أواه غدوة برك," Oh, good morning",0.56
ARQ-train-0237,تصبحوا على خير,good night, مسا الخير سليمة," Good evening, Salima",0.59
ARQ-train-0238,وش راح يدير العبد,He will manage the slave, نشاله برك تكون سلامات, May God bless you and grant you peace,0.41
ARQ-train-0239,شافك الهادي,Al-Hadi saw you, مكانوش يونتريني, You can't help me,0.25
ARQ-train-0240,يعطيك الصحة حتى انا مانسوطيش,"May God grant you health, even I will not forget you", يعطيك الصحه رانا معاك شمسو," May God grant you good health, see us with you, Shamso",0.72
ARQ-train-0241,واشنو دوك نهبلو باش يبداو ، مع العيد الكبير كلش يحبس,What should we do now? Everything will be imprisoned during the Great Eid, درك تبدا أقرى ، أحفض ، أكتب ، و لاسويت," Then you start reading, memorizing, writing, and writing",0.38
ARQ-train-0242,عدات عوام وليت جون و امبعد زوزت,Adat common people and I wish I had John and after Zouzet, ساعة ساعة نحس بالفشلة من إيفور صغير نعمله, Hour after hour we feel like a failure because of the little Ivor we do,0.28
ARQ-train-0243,أ يوما زوز نسا وحدهم في دوار يخليوهم ترانكيل,"One day, women are alone in a roundabout, leaving them to be treated", غدوة نروح للمرشي و نكري زوز رجال يعسونا," Tomorrow, we will go to the police station and hate the presence of men who make us miserable",0.44
ARQ-train-0244,عرضونا للعشا و كان العشا يكفي ليزاﻧڢيتي كل,"They offered us dinner, and the dinner was enough to keep me entertained", ﻋﭭﺒﺖ ايامات على الكيف ما ننساهاش طول عمري, There were days that I will never forget in my life,0.44
ARQ-train-0245,عندي فوتو تيعك مع جدي,I have a photo of you with my grandfather, درك أو ميت ربي يرحمو," Real or dead, may God have mercy on him",0.69
ARQ-train-0246,لا لفرونسي أي لا تقراي لا هم يحزنون تنحي من مخك العربية فهمتيني و تحكي نورمال پاسكو اللغة أي مشي هكا,"No to French, that is, do not read, no, they will be sad. Get out of your Arabic brain. You understand me and speak the normal Pasco language, that is, go like this.", درك الناس كل تعرف تحفظ بصح المشكل وين أو في اللسان برك درك أنا نحكي ڤد ڤد ولا لا," People realize that everyone knows whether the problem is correct, whether or not it is on the tongue. You are aware of whether we are talking about whether or not.",0.5
ARQ-train-0247,خديجة ڤالت لي كيما أك,Khadija told me to do it, جامي قريت و نا فرحان, I read and we are hilarious,0.34
ARQ-train-0248,مالا حطة يا فريال إكري روﭙـا,"Don't worry, Faryal Ekri Ruba", أنا لي زعمة فيدونور و راكي تعرفي, I have a leader in Fidonor and you know me,0.34
ARQ-train-0249,ليامات أدي غدوة,For the days of my tomorrow, خلي السمانة الجاية, Leave the fat next,0.59
ARQ-train-0250,هو عنده كارتابل تاع  ﻟﻴﭙﻮس,He has a cartable for Lebus, نور قال بانت لي صحابه يسالوله تار, Nour said that he had friends asking him about it,0.31
ARQ-train-0251,إيه ﭘﺎسكو ﻟﻴﭙﻮست ناقصين و الخدمة ناقصة,"Yes, Pasco Lipstick is incomplete and the service is incomplete", آما هوما ﻟﻴﭙﻮست لي ناقصين تاع الكونتابيليتي, They are also missing in terms of portability,0.56
ARQ-train-0252,قلت له اه واش قلت لي؟ قالي ارمي عليك و فينالمون صح نرمي عليا,"I told him, oh, what did you tell me? He said, ""I will shoot at you, and we will shoot at you."" It is correct that we will shoot at me", واش راح ندير بيه ؟بلادنا ماهيش تاع ديڢلوپمون لوكان جيتي انتي في بلاصتي واش تديري," What will we do with it? Our country does not have development, if you were to come to my place, what would you do?",0.53
ARQ-train-0253,على الاقل تاع شتا يرد عليك البرد,"At least in winter, the cold will protect you", صح سجلنا قريب خمسة و عشرين دقيقة," It's true, our record was close to twenty-five minutes",0.19
ARQ-train-0254,وش حوالو ساڢا,What's wrong with Sava?, ساڢا الحمد لله," Sava, thank God",0.75
ARQ-train-0255,اتي أداك السني,Your age is coming, أعطيني نعض معاك, Give me a bite with you,0.44
ARQ-train-0256,مكانش منها,There is no place in it, أقسم بالله, I swear to God,0.5
ARQ-train-0257,أسنا نروح نشري تم تم و نجي,Can't we go buy Tam Tam and come back?, بيه بلافاكتور تاعه و كلش بدوز, He has his factor and everything he wants,0.28
ARQ-train-0258,بيانسور قصة,Bayansor story, تعرفاها سارة, You know her Sarah,0.38
ARQ-train-0259,وعلاه شكون قالك راني خايفة,Why did someone tell you that I was afraid?, والله بديت نتقلق منه هدا, I swear we are starting to worry about this,0.41
ARQ-train-0260,ديرها في غرضك خير,Use it for your better purpose, آ خالد آنا جايين," Oh Khaled, I'm coming",0.38
ARQ-train-0261,آه امبعد نروحو,"Oh, let's go", نبعتولها خويا يداها, We sent her my brother's hand,0.41
ARQ-train-0262,على بالي   هو  يعمر القرعة بربعين ألف,I think he lives the lot for two quarters of a thousand, كيما تحب حتى بعشرين ألف بالصح الريحة المليحة ربعين خمسين," Even if you love twenty thousand, it is true that the sweet smell is two-quarters of fifty",0.53
ARQ-train-0263,نو لازم لازم يكون عندك تام ما كان حتى حاجة,"No, you must have everything that was not even a thing", دوك راني بديت في دومان باينة راح نكمل فيه," Doc, I've started to do something clear, and we'll continue with it",0.53
ARQ-train-0264,لاكارت تحا ميتة,Lacarte is dead, غدوة تروح تعاودها, Tomorrow you will go back to it,0.72
ARQ-train-0265,نحي التريكو تشوف حاجة خلاف,"While knitting, you will see something different", ادي عندها مدة عندو كرشو, He has had a stomach for a while,0.47
ARQ-train-0266,ايه اخويتي,What my brothers?, ليلة كاملة, The whole night,0.09
ARQ-train-0267,والله ما حب يهدر,I swear no love is wasted, خرخوبة كل مرة يسكت, He squeaks every time he shuts up,0.53
ARQ-train-0268,لعام ليفات كانو زوز يديرو واحد,"For a year, Levat used to run one", العام أدا عندك خمسة تخدم خمسة," In general, if you have five, you serve five",0.66
ARQ-train-0269,مالا وراها تسمى نميمة هكة,"Otherwise, it is called gossip", عجبتني وحد النقابية راح نداها, I liked that the unionist called her out,0.38
ARQ-train-0270,شفتي الغباء وين وصل,You saw where stupidity reached, بانتلي ما يتبعتوش أدوما, Don't follow Aduma,0.34
ARQ-train-0271,لا المطرح,No excretory, آه آه, Oh oh,0.12
ARQ-train-0272,قال لي أطلعي أم النساء الفوق لقيت بزاف النساء,"He told me to go to the mother of the women above, and I found a lot of women", أنا كي نروح للطبيب واش راح نقول له, I want to go to the doctor and what should we tell him?,0.28
ARQ-train-0273,لازم نتلاقاو ان شاء الله باش نديرو الطريقة نتاع الكتيبة,"We must meet, God willing, to find out how to manage the battalion", كل ما نزيد نقرا الدارجة ، الپروبلام يتعقد في راسي," The more we read the colloquial language, the more complicated the problem becomes in my head",0.59
ARQ-train-0274,ماما علابالك بلي عندي تأثير على الناس,"Mama, don't you think I have an influence on people?", ماما بلال دخل للسونتر راه يقرا؟, Mama Bilal went to the supermarket and saw him reading?,0.41
ARQ-train-0275,حبيت ولا كرهت أنا راح نتزوج بيها,"Whether I love it or hate it, I will marry her", نحكمك المرة الجاية نقطعك طراف طراف," We will judge you next time, we will cut you limb from limb",0.28
ARQ-train-0276,شكون زياني,Who is Ziani?, أها ناجي, Aha Naji,0.19
ARQ-train-0277,شطحتي في العرس ياسر,"You missed the wedding, Yasser", ﭬﻌﺖ مع الهادي برا, I sold with Al-Hadi abroad,0.41
ARQ-train-0278,حبت تديه تديه على روحا,She wanted to give him a soul, وشبيك عينيك حمر كنتي تبكي, Your eyes were red and you were crying,0.31
ARQ-train-0279,هي مام الشات مليح ، شفت البارح في تلت ايام 600 فراز,"She is a good chat mother, I saw 600 Faraz yesterday", انعم رانا ناڢونسيو أنا حتى في الفايس بوك عدت نحكي مع صحاباتي بالدارجة," Yes, Rana Navoncio. Even on Facebook, we used to talk to my friends in dialect.",0.47
ARQ-train-0280,كمال راهو يتكونيكتا باش يشوف ولا رانا مجتهدين,Kamal wants to make up his mind so he can see that he doesn't see us as being diligent, صح على بالي و تاني باش يموتڢينا, Right on my mind and again he will kill us,0.59
ARQ-train-0281,وحد المرة أسما تانا أ ماما صرات لها,"One time, Tana's name became her mother's name", يخي هما وسي حجر الديس أي ﭬﺮيبة," They are like the stone of dis, meaning strange",0.25
ARQ-train-0282,مكانش قريصات و خشيبات,There are no gnats or wood, هما ما عندهمش خشيبات, They don't have wood,0.81
ARQ-train-0283,يعطيك الصحة ام وليد ربي يسهلك في ما تتمناي كما سهلتينا,"May God grant you good health, Umm Walid. May God make it easy for you in whatever you wish for, just as you made it easy for us", روعة يعطيك الصحة اليوم نديرها انشاء الله شكرا ام وليد," Wonderful, may God grant you good health. Today we will manage it, God willing. Thank you, Umm Walid",0.72
ARQ-train-0284,يعطيكم الصحة لي كيب,May God bless you, بزاف هايلا يعطيك الصحة شمسو," Very happy, may you be healthy, Shamso",0.66
ARQ-train-0285,مبعديكا ما فقتش بحتشي,They didn't leave you anymore, و امبعد الدم يسيح, And the blood will flow,0.5
ARQ-train-0286,و تقول لي حبيت نفهم معنتها,And you tell me that you would like us to understand its meaning, حبيت نبدل السوجي هادا ما كان, I wanted to replace the suji as it was,0.47
ARQ-train-0287,أياه وعلاش,What and why, يـﭭصر برك, Yasser Barak,0.38
ARQ-train-0288,على بالك ما فهمتش أنا درك وش,"Mind you, I didn't understand. I don't know what", وعلاه السطر اللي ضرني كيما هك وعلاه, And above the line that hurt me like this and above,0.47
ARQ-train-0289,مالا ما نديروش لي رومارك على الكتيبة حتى نتفاهمو,Why don't we talk to me about Romark in the battalion until we come to an agreement?, ولازم نضرب طلة على هذ ليكورپوس باش نشوفوا ديزيڨزمپل, We must take a look at this Lycorpus to see more details.,0.53
ARQ-train-0290,ايه علابالك عملت فيا حالة هاديك أقسم بالله,"What did you do to me like this, I swear to God", ايه علابالك راهي باينة مليح معوجة يا فريال شفتيها," What's wrong with you? Her lips are so clearly crooked, Faryal",0.59
ARQ-train-0291,لا مكانش منها ما ڤالت ليش,"No, she didn't say why", سي أ بنتي ڤالت لك ديك الخطرة, My daughter called you a dangerous rooster,0.62
ARQ-train-0292,مشكلة ڤالت لك المرة لولا مونوم وحدو بينك بين روحك,A problem that would have happened to you had it not been for the monome that united you and your soul, امبعد بينوم و كي آنا وكي خالد حابين مونوم مونوم," After Bynum, like Anna, and like Khaled, they want monom monom",0.75
ARQ-train-0293,داخلة في التسويق سورمو,Involved in marketing Surmo, بالصح ما رانيش فاهمتها," Honestly, Ranish didn't understand it",0.41
ARQ-train-0294,على بالي أنا والله تخليني غير في ﻟﻴﭭﺎكونس نطيب نكره حياتي,"On my mind, I swear to God, you will leave me alone in Livacons, we hate my life", شفتي كيفاش مالا واش ونقول أنا لي كل يوم العام كامل, Did you see what happened to me and we say that I have every day for the whole year?,0.72
ARQ-train-0295,بنمهيدي تاع لعروڨ,Ben Mhidi Taa Larouq, آه تاع لعروڨ," Oh, for your pride",0.84
ARQ-train-0296,ما نكومونسوطيش هه فيديو هايل,Don't forget this great video, خخ فاازي راك فور خويا, Khkh faazi rak for khoya,0.44
ARQ-train-0297,إيه أومبعد نروحو,What if we go?, نبعتولها خويا يديها, We sent her empty-handed,0.38
ARQ-train-0298,خويا لطفي ديما فور,My brother Lotfi Dima Four, ديــما عقابك خويــا لطفي," Always punish you, my brother Lotfi",0.75
ARQ-train-0299,يديرو زوز ولا تلاتة حوايج كلاسمهن كونكور و كومپيتونس,"They run a couple of couples, their names are Concours and Competitions", لا علينا نڤولو متلا جاتك فرصة باه تروحي لهيه," No, we don't have to tell him if you have a chance to go there",0.34
ARQ-train-0300,كي هربت من الدار لبست الجلباب هكا,"When I ran away from home, I wore robes like this", و حكموها و كي حكموها ما فورساوش عليها," And they ruled it, and when they ruled it, they did not negotiate with it",0.62
ARQ-train-0301,كي هربت من الدار لبست الجلباب هكا,"When I ran away from home, I wore robes like this", و حكموها و كي حكموها ما فورساوش علاها," And they ruled it, and when they ruled it, they did not agree on it",0.5
ARQ-train-0302,قليل دوك عادوا ﭭـاع نفسي نفسي,"A little while ago, they returned, and I lost myself", أنا ﻧقـﻮل ربي يهدينا و يهديهم," We say, “May God guide us and guide them.”",0.59
ARQ-train-0303,و تڨول لي حبيت نفهم معناها,And you tell me that you would like us to understand its meaning, حبيت نبدل السوجي هادا ما كان, I wanted to replace the suji as it was,0.31
ARQ-train-0304,تاع شكون,Who are you?, ماشي تاعكم," Okay, okay",0.72
ARQ-train-0305,أيا من بعد,None yet, مسا الخير كمال, Good evening Kamal,0.38
ARQ-train-0306,سحسة خويا بصح قصص اللحية,My brother's joke is true beard stories, يعطيك الصحا شمسو والله فوور, May God bless you with good health,0.53
ARQ-train-0307,روحي اكتبي شوية خليني,"Go write a little, let me", ما صليتش العصر نتوضا, I didn't pray in the afternoon to get up,0.34
ARQ-train-0308,بالصح أنا نشوفها بريود و تعدي مش لازم الواحد يدير عليهم لا پريسيون,"In fact, we see that it occurs periodically and passes, and it is not necessary for anyone to manage them at any time", وش قولكم في لكسپرسيون تاع دزاير اللي تڨول ما كانش وين يڨيل الزاوش," What do you say about Dzire's luxury, which says it wasn't there, where does it go?",0.31
ARQ-train-0309,كاين واحد الأبيات يڨولهم في الغنى تاعو تكوني تعرفيهم,"One of the verses says that if you are rich, you will know them", اللي ما زهاش في الدنيا من الروح خالي, Whoever is not in this world is empty of soul,0.44
ARQ-train-0310,يعطيك الصحة جاني روعة,May God grant you wonderful health, مشالله يعطيك الصحة اختي," May God grant you good health, my sister",0.69
ARQ-train-0311,راني في ﭘﺮيڢي,See me in my country, كونترا عند ﭘﺮيڢي, Contra at Privy,0.94
ARQ-train-0312,هاه أنا تهانينا,Huh I'm congratulations, أكم لاباس مالا, How much money is okay?,0.38
ARQ-train-0313,أها ما طلعتش اليوم,She didn't come out today, وصلك الميساج تاع البارح, You received the message yesterday,0.41
ARQ-train-0314,ما نعرف كيفاش تفكراتو,We don't know what you're thinking, ﭘﻮرتون ماداتش الساك تاعها, Burton didn't have her sak,0.41
ARQ-train-0315,أدخلي لداركم أ طفلة طاح الليل,"Come into your house, little girl. It's night", أيا أدخلي أدي كلما تسمع الرصاص تخرج," Come in, Addie, whenever you hear bullets, you come out",0.84
ARQ-train-0316,مازالك تستناي روحي تريحي شوية,You are still waiting for my soul to rest for a while, يارب هدي ﭭاع لافوت ديالها," Oh God, let me help you so that I don't miss her time",0.34
ARQ-train-0317,تسمحولي نديكونكتا لاڨريب بداتني ما نقدرش نزيد,"Please allow me to have a connected connection, so I can't do anything more", بيان سور سليمة ، ربي يشفيك," Bayan Sur Salima, may God heal you",0.69
ARQ-train-0318,بصح عوايدنا و عوايد بابا ما تخليش الطفلة ﺗﭭﻮل رايها,"True to our wishes and to my father's wishes, don't let the little girl express her opinion.", هدرة باباها هي اللي تمشي و الزواز راح يكون بالسيف عليا, Her father's waste is the one who walks away and the marriage will be with the sword on me,0.59
ARQ-train-0319,قلت لها إيه مع باباس من وقتاش,I told her what happened with Babas a while ago, بالصح واقيلة فينالمون صح رايحة تخدم معاها," Good luck, Vinalmon is right, I'm going to serve with her",0.41
ARQ-train-0320,بالاك غدوا نجيك بكري ﭘـويسك نقراو على الطناش و نص,"Balak, tomorrow we will come to you, Bakri Boyesk, and we will read about the tanash and a half", نجوز نخلص و نركلامي أومبعد نجيك و نطلعو لفاك," We can finish and talk to you, or then we will come to you and go to your place",0.69
ARQ-train-0321,قلت خلي نعيط أنا لمفيدة برك,"I said, ""Let's cry. I'm for Mufidida Barak.""", مفيدة ما لقيتش النيميرو تاعها عندي شوفي," Mufida, I can't find her Numero. Look",0.66
ARQ-train-0322,اسكو انت البارح جاك واحد و ﭬﻠﻚ اك رح تتضرب بكف,"Be quiet, yesterday you were alone, and you were going to get hit with a fist", ولا عيطلك واحد و ﭬﻠﻚ او فلان رح يضربك غدوة بكف," And no one will stop you, and that man or so-and-so will hit you with his palm in the morning.",0.62
ARQ-train-0323,حيرة أول مرة نسمع باها,Confused the first time we heard about it, و حيلي خلاه أكتر مالديب, And my tricks left him with more money,0.28
ARQ-train-0324,إرهابيين خطفوا رجال دين مسيحيين,Terrorists kidnapped Christian clergy, أدوما تانا ما سلكوش منهم, Adoma Tana didn't sell them,0.53
ARQ-train-0325,ڤال له يدي من تراب ضربت وجهك لي مخلوق من تراب,He said to him: “My hand is made of dust. I hit your face. I am made of dust.”, ڤال له أكاك الشيطان مخلوق من نار و يتحرق في النار, Akak said to him: Satan is created from fire and burns in fire,0.56
ARQ-train-0326,واحد يصدق ماكاش منها بالاك ابتلا من عند ربي برك,Someone believes that there is nothing wrong with her. I am afflicted with blessings from my Lord, ابتلا درت ولا ما درتش سيي صدق و شوف, Is it bad whether I did it or not? Believe it and see,0.59
ARQ-train-0327,فالعظم كي العادة خويا لطفي,As great as usual is my brother Lotfi, هدي مليحة منك خويا لطفي," This is very nice of you, my brother Lotfi",0.78
ARQ-train-0328,كل زوج دقايق يطفا,Every pair of minutes turns off, العشية راحة ندير خفاف," In the evening, we rest and turn on our sandals",0.22
ARQ-train-0329,والله ما على بالي أ زينب,I swear I don't think about Zainab, أو ما عنديش كريدي لينيتي لخرا خمسميا, Or I don't have a credit card for five months,0.34
ARQ-train-0330,يروحوا يشربو و ما عامبالهمش بلي يتسمو حرام عليها و الله حرام عليها,"They go drinking and don't care about the sidelines. What they do is forbidden for her, and God is forbidden for her", قالت لي عندي حوايج راح نبعتهم لك قلت لها ابعتيهم لي في لابوات, She told me I have some items that I will send to you. I told her to send them to me in Labwat,0.41
ARQ-train-0331,ونا مريم,And Maryam, وين يخدم, Where does he serve?,0.19
ARQ-train-0332,كاينين تمارين يعطيهولك باه تتعلمي تكتبي الحروف,There are exercises he gives you to learn how to write letters, نورمال مشها نوار و بلون صح," Normal, bright light and correct color",0.28
ARQ-train-0333,و نا أصلا مدايرة الشي أدا غير باه الناس يسمعوا بيا تخطبت,And I'm already trying to figure things out if people hear that I'm getting engaged, بصح أني ﭬﺘﻠﻮ كون ما نقراوش الفاتحة أني ما نخرج معاك لا حتشي," It's true that I'm dying to say that we don't recite Al-Fatihah, that we don't go out with you, I don't mind",0.66
ARQ-train-0334,اﻟﺴﻮﭪ اداكا,The Suh Adaka, يوكلو الشعير, Eat barley,0.25
ARQ-train-0335,شوفوهم و قولولي وش نقدرو أنديرو,Look at them and tell me what we can do, كاين فيه الهدرة يلزم يتكتب برك," If there is waste, your blessings must be recorded",0.41
ARQ-train-0336,والله غير صح في هاديك الدقيقة تتلفلي مع الخلعة و لوتراك صح,"I swear to God, it is not true that at this moment you are wearing a robe, and Lautrec is correct", نشا الله ربي يسهلك و ربي يسهل لـﭭـاع لي ﻳجوزو الباك," God willing, may God make it easy for you and may God make it easy for someone to marry you",0.47
ARQ-train-0337,بصح لي جون مساكن ما زالوا يحوسو عليها,"Cheers, Lee Jun, they still have housing", حتى في الأزمات راهم عايشين خير منا," Even in crises, I see them living better than us",0.53
ARQ-train-0338,تنجمي تكتبي ليدي مش محتم كلمة بكلمة,"You write to my lady, not necessarily word for word", ايماجيني هكا و ما يعطيوكش لانوت, Imagine me like this and they won't give you anything,0.5
ARQ-train-0339,عرض اه,Show oh, أيا تهنيتوا, Congratulations!,0.22
ARQ-train-0340,شحال راهي الساعة,What is the time?, درك راهي العشرة, Realize my opinion of ten,0.78
ARQ-train-0341,إيماجيني ﻟﭙﺮوف صاحبي,Imagine my friend, قال لي تريبيان, Tribian told me,0.31
ARQ-train-0342,ولي للي قبلها سينون نكتبها بيدي,"And for those before it, Sinon, we write it with my own hand", ڢوالا و هدا امبعد نسڤمو أنا," Say, this is still a shame for me",0.5
ARQ-train-0343,أنا كي يكون عندي پروبلام صعيب نحط نقطة وقوف,"In order to have a problem, it is difficult to put a stopping point", يلزم نبداو نتفاهمو على الأقل على الحاجات السمپل, We need to start coming to an understanding at least about simple things,0.56
ARQ-train-0344,تروح تقرا كل يوم أﻣﭙﻮسيبل ديرهم كل,You go and read Impossible Every Day, كل يوم من التمنية للربعة تروح ميت للدار," Every day of wishing for the fourth, a dead person goes home",0.69
ARQ-train-0345,ام وليد ربي يحفظك كيفاش نطيبو ارز بسمتي,"Umm Walid, may God protect you. How can we cook basmati rice?", ديرلنا فوندون ام وليد تعيشي محتاجاتو ضروري, We made a fond of Umm Walid to live up to what he needed,0.62
ARQ-train-0346,نطلع ايه,What do we get?, تطلعي وحدك, Look alone,0.72
ARQ-train-0347,مشكلة قالت لك المرة الأولى مونوم وحده بينك بين روحك,A problem that told you the first time Monom alone was between you and your soul, أومبعد بينوم و كي أنا  كي خالد حابين مونوم, Umbad benum and ki khaled habin munum,0.59
ARQ-train-0348,يعطيك الصحة خويا شمسو يرحم لميمة لي جابتك,"May God grant you good health, my brother Shamso, may God have mercy on Lamima who brought you", مبروك عليك مليون ابوني خويا شمسو," Congratulations to you a million, Abuna, my brother Shamso",0.62
ARQ-train-0349,وعندك شوية تاع القصبة,And you have some of the Kasbah, اه هادي اللي واعرة," Oh, this is the one that is rugged",0.34
ARQ-train-0350,شيماء أمامك لي كمل يربع يديه ولا يجبد العجينة يلعب بيها بهدوء,"Shaima, in front of you, continued to cross his hands and play with the dough quietly", و الله غير صحا فيهم مازالو يلعبو بالعجينة و القريصات و الخشيبات," God is not healthy with them, they are still playing with the dough, the balls, and the wooden pieces",0.66
ARQ-train-0351,أرواح يا الكلب حْكمتك,"Souls, dog, your wisdom", وري تشوف يدك، حكمتك," See your hand, your wisdom",0.53
ARQ-train-0352,ولا هاديك الحكاية  كي لعبو كونتر بعضهم,Isn't this the story of playing against each other?, نها تجي ﺗقول لي دزاير سجلت على دزاير بيت, She comes and tells me that she registered on Desire Bet,0.5
ARQ-train-0353,كاﭘﺎبل يتبعك قادر يدخله في التوموبيلات,Kabal follows you and is able to get him into the mobile phone, كيما الجنون دايمن يسكنوا في الأماكن الخالية, As crazy as they live in empty places,0.5
ARQ-train-0354,كملو احكيو كيفاه جوزتي ليڢاكونس,Please tell me how you got married, ماكلة و كونيكسيون و قراية," Makla, Connexion, and Qaraya",0.56
ARQ-train-0355,يعطيك الصحة الفحله وصفة بنينه سريعه وخفيفة,It gives you good health and a quick and light browning recipe, صباح الفل اختي ام وليد يعطيك الصحة," Good morning, my sister Umm Walid, may God grant you good health",0.66
ARQ-train-0356,ﻟﭭﻴﺖ مرت جمال تما,I wish Jamal had passed by, لعزوز و الشايب وحدهم, For Azouz and Al-Shayeb alone,0.5
ARQ-train-0357,لالا من البارح و هو يجري,"No, since yesterday he has been running", من الأول تاع عام و الكابل مقطع," From the beginning, it is generic and the cable is cut",0.44
ARQ-train-0358,يعطيك الصحة ميسوم الطاهر كلامك صح,Maysoum Al-Tahir grant you good health. You are correct, خساني والله نتا مبدع ربي يحفظكم ناس السطح," I swear to God, you are creative, may God protect you, people of the roof",0.34
